30: Number of weighted directed graphs with negative weights.

** G0: |V|=7
(u, v, weight) E = { 
      (41,  8, 11.302)
      (41, 14, 63.321)
      (42, 38, 10.004)
      (42, 48, -9.577)
      (43,  2, 71.891)
      (43, 20, 94.826)
      (44,  2, 35.113)
      (44, 19,  2.895)
      (44, 22, 20.464)
      (44, 29, 48.651)
      (44, 33, 14.966)
      (45,  7, 39.639)
      (45,  8, 25.637)
      (45,  9, 16.414)
      (45, 17, 41.667)
      (45, 36, 86.348)
      (46, 13, 79.384)
      (46, 30, 32.170)
      (47, 31, 19.604)
      (48, 26, 66.790)
      (48, 34, 56.123)
      (49, 15, 56.653)
      (49, 29, 58.660) } |E|=128 
---------------- 

** G20: |V|=55
(u, v, weight) E = { 
      ( 0, 17, 50.230)
      ( 0, 22, 69.420)
      ( 0, 51, 26.104)
      ( 1, 20, 40.480)
      ( 1, 31,  5.917)
      ( 1, 40, 58.027)
      ( 1, 54,  5.716)
      ( 2,  6, 38.434)
      ( 2, 10, 19.375)
      ( 2, 17, 45.957)
      ( 2, 22, 71.493)
      ( 2, 25, 37.352)
      ( 2, 30, 55.253)
      ( 2, 37, 38.614)
      ( 2, 42, 62.059)
      ( 3, 32, 26.863)
      ( 3, 49, -12.892)
      ( 4,  2,  8.664)
      ( 4, 18, 88.461)
      ( 5, 11, 78.827)
      ( 5, 20, -5.275)
      ( 5, 31, -10.512)
      ( 5, 40, -1.006)
      ( 5, 50, 86.621)
      ( 6,  5, 57.495)
      ( 6, 18, 76.841)
      ( 7,  0, 44.399)
      ( 7, 11, 48.516)
      ( 7, 18, 21.800)
      ( 7, 28, 84.770)
      ( 8, 17, 59.038)
      ( 8, 37, 20.437)
      ( 9,  1, 57.973)
      ( 9, 10, 83.759)
      ( 9, 19, 35.513)
      ( 9, 54, 43.882)
      (10, 22,  9.625)
      (10, 34, 82.217)
      (10, 42, 52.891)
      (11,  7,  1.927)
      (11, 44, 16.909)
      (11, 49, 40.231)
      (12,  1, 29.238)
      (12, 24, -7.415)
      (12, 41, 27.738)
      (13,  2, 78.188)
      (13, 19, 11.711)
      (13, 24, 64.628)
      (13, 35, 82.692)
      (13, 44, 78.600)
      (13, 45, 16.893)
      (13, 47, 70.914)
      (14,  0, 26.347)
      (14, 25, 51.524)
      (14, 35, 85.839)
      (14, 37, -16.265)
      (14, 44,  3.937)
      (14, 47, 10.412)
      (15, 34, 83.655)
      (16, 11, 17.930)
      (17, 53, 17.581)
      (18,  9, -0.625)
      (18, 16, 31.846)
      (18, 21, 14.932)
      (18, 25, 36.135)
      (18, 35, 12.501)
      (19,  3, 83.492)
      (19,  7, 53.794)
      (19, 18, 56.108)
      (19, 20, 35.407)
      (21, 11,  0.265)
      (21, 40, 45.037)
      (21, 53, 41.740)
      (22,  8, 79.052)
      (22, 41,  2.597)
      (22, 48, 82.700)
      (23,  1, 36.520)
      (23, 30, 49.542)
      (23, 39, 54.515)
      (23, 40, 34.365)
      (23, 44, -3.862)
      (24, 25, 75.642)
      (24, 30, 81.299)
      (24, 39, 34.883)
      (24, 51, 48.646)
      (25,  1, 46.206)
      (25, 22, 27.903)
      (25, 34, -11.598)
      (25, 45, 36.191)
      (26, 10, -3.451)
      (26, 24, 78.659)
      (26, 34, 27.547)
      (26, 45, 70.211)
      (26, 52, 11.378)
      (27,  2, 84.328)
      (27, 42, 76.034)
      (28,  5,  2.967)
      (28,  8, 43.880)
      (28, 20, 65.132)
      (28, 35, 60.939)
      (28, 38, 29.799)
      (28, 41, 55.870)
      (29, 28, 76.258)
      (29, 33, 66.326)
      (29, 36, 25.969)
      (29, 49, 44.984)
      (30,  0, 73.399)
      (30, 20, -5.585)
      (30, 26, 33.169)
      (30, 34, 28.701)
      (31, 28, 54.476)
      (31, 49, 38.018)
      (31, 53, 40.131)
      (32,  1, 91.588)
      (32, 36, 25.662)
      (32, 51, -2.030)
      (33, 30, -3.178)
      (34, 22, 18.718)
      (34, 39, 22.511)
      (35, 17, -4.633)
      (35, 27, 31.210)
      (35, 33, 67.459)
      (35, 39, 62.594)
      (35, 41, 55.546)
      (35, 49,  7.532)
      (36,  4, 82.483)
      (36, 18,  8.733)
      (36, 34, -12.189)
      (36, 40, 41.211)
      (37,  9, -8.879)
      (37, 11, 22.335)
      (37, 22, 20.411)
      (37, 40, 88.880)
      (38, 18, -4.225)
      (38, 40, 89.464)
      (39, 36, 45.941)
      (40, 31, -0.182)
      (40, 33, 12.116)
      (40, 51, 33.759)
      (41, 10, 17.631)
      (41, 36, 65.465)
      (41, 47, 39.735)
      (43, 10, 37.133)
      (43, 11, 32.718)
      (43, 33, 72.705)
      (44, 29, 66.044)
      (44, 48, 47.457)
      (45, 13, 73.519)
      (45, 35, 55.270)
      (45, 39, 60.811)
      (46, 11, 70.861)
      (46, 21, 68.147)
      (46, 49, 62.053)
      (46, 53, -5.568)
      (46, 54, 74.246)
      (47, 17, 57.484)
      (48,  2, -0.096)
      (48, 42, 93.453)
      (49, 45, 20.058)
      (50, 15,  8.691)
      (50, 26, 13.366)
      (50, 31, 48.854)
      (50, 51, 77.653)
      (51, 26, 48.023)
      (51, 45, 68.463)
      (52, 37, 53.166)
      (53, 14, 67.823)
      (53, 46, 77.820)
      (54, 29, -13.277)
      (54, 41, 46.102) } |E|=170 
---------------- 

** G21: |V|=55
(u, v, weight) E = { 
      ( 0, 25, 51.690)
      ( 0, 39, 76.484)
      ( 0, 41,  5.425)
      ( 0, 47, 26.755)
      ( 1, 26, 14.622)
      ( 2, 28, 74.436)
      ( 2, 49, 24.441)
      ( 3, 19, 21.084)
      ( 4, 12, 15.441)
      ( 4, 21,  5.991)
      ( 4, 38, 15.425)
      ( 5, 17, 83.108)
      ( 5, 19,  9.798)
      ( 5, 33, 57.056)
      ( 5, 34,  5.204)
      ( 5, 39, 69.006)
      ( 5, 45, -10.240)
      ( 6,  4, 67.286)
      ( 9, 39, 73.615)
      ( 9, 44, 21.471)
      (10,  4, -8.389)
      (10, 20, 49.213)
      (10, 30, -7.969)
      (11,  2, -3.318)
      (11,  5, 88.858)
      (12, 28, 12.151)
      (12, 44, 31.187)
      (12, 53, 58.916)
      (12, 54,  0.908)
      (13,  0, 73.906)
      (13,  8,  2.020)
      (13, 27, 66.785)
      (13, 44, 60.852)
      (14,  1, -16.492)
      (14, 32,  5.995)
      (14, 49, 42.478)
      (15,  3,  0.242)
      (16, 13, 65.576)
      (16, 30, 40.107)
      (16, 36, 88.121)
      (16, 48, 90.428)
      (17,  4, 32.842)
      (17, 19, 26.302)
      (17, 21, 26.155)
      (17, 32,  5.119)
      (17, 33, -1.518)
      (17, 38, 87.076)
      (17, 42, 49.502)
      (17, 51, 36.101)
      (17, 54,  2.063)
      (18, 11, 35.160)
      (19,  5, -4.593)
      (19, 12, 57.384)
      (19, 28, 81.998)
      (20, 21,  7.928)
      (20, 52, 39.037)
      (21, 11, 96.920)
      (22,  9, -6.944)
      (22, 23, 86.749)
      (22, 28, 33.765)
      (22, 43, 55.981)
      (23, 28,  6.728)
      (24,  7, 87.218)
      (24, 11, 67.555)
      (24, 18, 13.814)
      (24, 44, -13.826)
      (24, 45, 60.431)
      (25, 24, 13.646)
      (25, 30, 64.980)
      (25, 33, 70.614)
      (25, 37, 46.063)
      (25, 46, 48.405)
      (26,  3, 60.794)
      (26, 15, 82.278)
      (26, 35, 63.378)
      (26, 37, 14.108)
      (26, 40, 68.081)
      (26, 41,  4.455)
      (26, 53, 36.178)
      (27, 41, 62.118)
      (28, 19, 18.123)
      (28, 37, 19.460)
      (28, 46, 55.003)
      (28, 50, 91.395)
      (29,  2, 88.629)
      (29, 32, 22.871)
      (29, 39, 82.116)
      (29, 45, 82.037)
      (29, 46, 68.062)
      (30, 25, 23.520)
      (31, 44, 36.202)
      (31, 47, 64.067)
      (31, 49, 75.319)
      (32, 19, 71.718)
      (32, 26, 61.798)
      (32, 49, 11.376)
      (33,  1,  0.089)
      (33,  7, 51.647)
      (33, 36, 86.060)
      (33, 47,  7.860)
      (34,  1, 53.731)
      (34,  2, 76.348)
      (34, 21,  5.522)
      (34, 24, 53.431)
      (34, 26, 16.108)
      (34, 35, -1.936)
      (34, 42, 82.821)
      (35, 22, 13.247)
      (35, 25, 77.999)
      (36,  4, 69.967)
      (36, 15, 18.800)
      (36, 45, -11.968)
      (37, 11, 81.888)
      (37, 20, -0.981)
      (37, 53, 17.547)
      (38,  5, 55.946)
      (38, 14, 72.749)
      (38, 47, 13.209)
      (39,  0, 53.132)
      (39,  7, 62.600)
      (39, 51, 73.035)
      (40, 33, 21.364)
      (41,  9, 34.339)
      (41, 23, 92.452)
      (41, 24, 24.637)
      (41, 35, 57.033)
      (42,  4, 24.106)
      (43,  9, 27.415)
      (43, 47,  9.868)
      (44, 23, 91.599)
      (44, 45, 88.523)
      (45, 11, 75.237)
      (45, 23, 38.517)
      (45, 28, 36.231)
      (45, 46,  1.499)
      (46, 14, 72.470)
      (46, 41, 39.940)
      (46, 50, 15.372)
      (47,  3, 44.761)
      (47,  5, 48.956)
      (47, 26, 45.161)
      (47, 49, 85.559)
      (48, 13, 88.899)
      (48, 17,  6.393)
      (48, 23,  8.332)
      (48, 27, 29.960)
      (48, 28, 75.096)
      (48, 37, 32.538)
      (48, 39, 15.110)
      (48, 54, 21.635)
      (49, 13, 30.925)
      (49, 27, 70.420)
      (50, 19, 18.543)
      (50, 25, 47.899)
      (50, 30,  0.819)
      (50, 45, -12.700)
      (50, 47,  4.582)
      (50, 49, 58.406)
      (51, 11, 61.617)
      (51, 16, 52.410)
      (51, 46, 76.385)
      (52, 15, 70.022)
      (52, 49, -4.063)
      (52, 53, 80.736)
      (53, 16, 55.199)
      (53, 20, 59.205)
      (53, 31, 47.406)
      (53, 33, 63.792)
      (53, 43, 50.262)
      (53, 44, 63.256)
      (54,  3, 10.083)
      (54, 13, 40.877)
      (54, 32, 45.504) } |E|=173 
---------------- 

** G22: |V|=60
(u, v, weight) E = { 
      ( 0, 18, 67.279)
      ( 0, 26,  9.315)
      ( 0, 41,  8.731)
      ( 0, 47, 78.214)
      ( 0, 51, 72.884)
      ( 0, 53, 38.847)
      ( 1,  5, 35.021)
      ( 1, 18, 10.085)
      ( 1, 21, 67.632)
      ( 1, 32, 27.786)
      ( 1, 52, -14.471)
      ( 1, 55, 25.771)
      ( 2, 36, 39.233)
      ( 3,  1, 47.975)
      ( 3,  5, -13.964)
      ( 3, 37, 75.624)
      ( 3, 48, 60.135)
      ( 3, 52, 45.495)
      ( 4, 17, 89.007)
      ( 4, 24, 70.813)
      ( 4, 25, 61.955)
      ( 4, 59, 40.605)
      ( 5, 16, 55.307)
      ( 5, 21, 20.466)
      ( 5, 26, 23.589)
      ( 6,  2, -11.627)
      ( 6, 11, 16.901)
      ( 6, 40, 45.949)
      ( 6, 43, 75.578)
      ( 6, 45, 79.191)
      ( 7, 19, 70.272)
      ( 7, 26, 67.997)
      ( 7, 31, 66.042)
      ( 7, 40, 18.800)
      ( 7, 47, 76.782)
      ( 7, 50,  7.557)
      ( 8,  1, 16.486)
      ( 8, 26,  0.819)
      ( 9, 12, 76.308)
      ( 9, 49, 59.936)
      (10,  9, 42.359)
      (10, 29, 44.651)
      (10, 48, 65.075)
      (11, 25, 10.632)
      (11, 59, 79.589)
      (12, 10, 73.661)
      (12, 29,  8.711)
      (12, 40, -2.286)
      (13,  5, 56.156)
      (13, 22, 70.888)
      (14, 26, 17.576)
      (15, 47,  6.190)
      (15, 51, 40.436)
      (17,  8, 69.267)
      (17, 54,  3.333)
      (18, 25, 70.869)
      (18, 31, 85.219)
      (18, 42, 81.924)
      (18, 44, 41.194)
      (18, 50, 43.272)
      (19,  5, 18.523)
      (19, 17, 17.086)
      (19, 52, -3.400)
      (20,  1, 48.656)
      (20, 15, 20.581)
      (20, 23, 17.011)
      (20, 28, 56.785)
      (20, 38, 71.711)
      (20, 42, 64.308)
      (21, 58, 72.810)
      (22, 39, 67.680)
      (22, 42, 41.006)
      (22, 59, 22.480)
      (23, 24, 53.052)
      (23, 58, 71.010)
      (24, 19, 19.029)
      (24, 23, 16.907)
      (24, 38, 76.666)
      (24, 40, -1.253)
      (24, 41, 64.098)
      (25, 28,  0.893)
      (26, 50, -5.964)
      (27,  1, 69.647)
      (27, 16, 80.915)
      (27, 30, 53.314)
      (27, 49, 42.668)
      (28,  2, 27.339)
      (28,  6, 70.704)
      (28, 23, 46.643)
      (28, 33, 30.259)
      (28, 39, 88.870)
      (28, 44, 38.674)
      (28, 49, 89.500)
      (28, 53, 31.993)
      (28, 56, 87.194)
      (29, 22, -6.180)
      (29, 36, 69.904)
      (30, 55, 72.571)
      (33,  3, 59.050)
      (33, 44,  8.830)
      (33, 49, -15.438)
      (34, 21, 38.401)
      (34, 58, 49.481)
      (35,  2, 68.486)
      (35,  9, -1.499)
      (35, 12, 27.317)
      (35, 22, 28.816)
      (35, 24, 56.258)
      (35, 47, 80.519)
      (36, 52, 52.060)
      (37, 16, -2.821)
      (37, 40,  7.150)
      (38,  8, 42.114)
      (38, 33,  7.185)
      (39, 19, 60.266)
      (39, 42, 53.926)
      (39, 44,  5.130)
      (40,  2, 16.761)
      (40,  8, 85.169)
      (40, 33, 81.510)
      (40, 44, 78.996)
      (40, 47, 66.642)
      (40, 50, 63.868)
      (40, 52, 58.187)
      (40, 58, 21.340)
      (41, 13, 95.647)
      (41, 19, -10.803)
      (41, 25, -6.917)
      (41, 37, 48.938)
      (41, 52, -1.102)
      (42, 55,  7.762)
      (43, 30, 17.673)
      (43, 39, 54.609)
      (43, 40, 45.337)
      (43, 41, 68.276)
      (43, 52, 61.617)
      (46, 10, 75.789)
      (46, 12, 62.591)
      (46, 16, 82.961)
      (46, 17, 91.992)
      (46, 43, 43.093)
      (46, 54, 67.883)
      (47, 11, 73.872)
      (47, 46, 90.876)
      (47, 58, 62.177)
      (48, 36,  7.609)
      (48, 47, 62.580)
      (48, 57, 27.015)
      (48, 59, 14.834)
      (49,  2, 58.565)
      (49, 45, 13.328)
      (50,  8, 43.704)
      (50, 45, 33.584)
      (51,  6, 29.516)
      (51,  8, 27.317)
      (51, 14, 37.083)
      (51, 18, 35.709)
      (51, 29, 28.224)
      (51, 34, 64.476)
      (52, 54, 19.309)
      (54, 11, 49.450)
      (54, 15, 41.605)
      (54, 30, 33.823)
      (54, 35, 35.915)
      (54, 41, 85.134)
      (55, 10, 82.108)
      (55, 19, 56.073)
      (55, 30, 53.562)
      (55, 33, -6.903)
      (55, 46, 50.014)
      (55, 48, 53.585)
      (56, 11, 72.377)
      (56, 40, 49.504)
      (57, 22, 52.538)
      (58, 15, 51.004)
      (58, 23, 49.805)
      (58, 24, -16.384)
      (58, 54,  5.459)
      (59,  1, -4.796)
      (59,  4, 46.639)
      (59, 23,  9.191)
      (59, 25, 19.547) } |E|=182 
---------------- 

** G23: |V|=60
(u, v, weight) E = { 
      ( 0,  3, -5.034)
      ( 0, 19, 47.150)
      ( 1,  8, 51.258)
      ( 2,  7, 86.134)
      ( 2, 24, 47.240)
      ( 3,  6, -11.456)
      ( 4,  6, 26.846)
      ( 4,  8, -0.364)
      ( 4, 23,  0.980)
      ( 5, 31, 20.851)
      ( 5, 51, 58.323)
      ( 6, 24, 68.976)
      ( 6, 26, 47.520)
      ( 6, 30, 27.873)
      ( 6, 57, -7.513)
      ( 7,  5, -6.343)
      ( 7, 37, 40.237)
      ( 8, 42, 69.024)
      ( 9, 36, 13.898)
      ( 9, 52, 41.049)
      (10,  8, 26.485)
      (10, 57, 42.908)
      (11, 18, 92.707)
      (11, 27, 37.495)
      (11, 50, 64.304)
      (11, 59, 46.267)
      (12,  6, 22.177)
      (12, 13,  7.971)
      (12, 57, 48.188)
      (13, 24, 20.756)
      (14,  8, 10.622)
      (14, 48, 38.722)
      (14, 58,  0.374)
      (15,  4, 94.789)
      (15, 20, 63.400)
      (15, 49, 20.601)
      (16, 25, -1.209)
      (16, 43, 86.687)
      (17, 35, 17.579)
      (17, 42, 80.946)
      (18, 15, 34.098)
      (18, 36, 11.859)
      (18, 43, 91.758)
      (18, 51, 18.204)
      (19, 16, 36.190)
      (19, 24, 90.989)
      (19, 32, 59.844)
      (19, 47,  2.691)
      (20,  2, 35.467)
      (20, 18, 41.100)
      (20, 23, 19.436)
      (20, 29, 84.970)
      (20, 41,  3.992)
      (20, 52, 70.267)
      (21,  0, 79.534)
      (21, 54, 11.844)
      (21, 59, 67.431)
      (22, 20, 25.301)
      (23, 11, 59.238)
      (23, 19, 43.434)
      (23, 46, 36.533)
      (24, 19,  8.130)
      (24, 37, 43.354)
      (24, 38, 35.075)
      (24, 55, 45.692)
      (25, 13, 21.026)
      (25, 59,  4.637)
      (26, 11, 35.669)
      (26, 36, 62.700)
      (26, 46, 78.671)
      (26, 56, 26.335)
      (27, 11, 79.517)
      (27, 12, 72.977)
      (27, 29, 27.627)
      (27, 33, 60.555)
      (27, 37,  2.695)
      (27, 40, 16.293)
      (27, 55,  3.109)
      (27, 56, 65.547)
      (28,  8,  8.634)
      (28, 50, 55.219)
      (28, 58, 60.261)
      (29, 24, 70.798)
      (29, 30, 31.341)
      (29, 33, -7.123)
      (30,  6, 37.190)
      (30, 11, 10.809)
      (31,  3,  2.228)
      (31, 16, 36.147)
      (31, 39, 36.061)
      (32, 41, 71.965)
      (32, 51, 74.106)
      (33,  0, 38.521)
      (33,  6, 33.095)
      (34,  1, 20.059)
      (34, 19, 42.277)
      (34, 28, 79.242)
      (34, 43, 62.597)
      (35,  2, 47.940)
      (35, 44, 90.471)
      (36,  3, 27.840)
      (36, 15, 54.287)
      (36, 26,  5.776)
      (37,  3, 61.957)
      (37, 56, 81.619)
      (38,  8, 86.846)
      (38, 16, 35.297)
      (38, 25, 46.996)
      (38, 29, -5.081)
      (38, 59, 12.356)
      (39,  1, -4.739)
      (39,  2,  3.255)
      (39, 12, 16.181)
      (39, 24, 19.887)
      (40, 17, 21.774)
      (41,  2, 42.715)
      (41, 28, 16.082)
      (41, 40, 20.177)
      (41, 45, 59.371)
      (42, 10, 44.316)
      (43, 36,  6.383)
      (43, 53, 54.848)
      (43, 59, 33.959)
      (44,  0, 31.537)
      (44, 34, 33.597)
      (44, 41, 54.344)
      (44, 43, 72.681)
      (44, 59, 29.426)
      (45,  5, 92.936)
      (45, 27, 43.564)
      (46, 40, 51.258)
      (46, 42, 58.860)
      (47, 10, 26.790)
      (47, 40, 60.315)
      (47, 44, 51.768)
      (47, 56, 19.351)
      (48, 15, 11.457)
      (48, 28,  6.313)
      (48, 55, -11.260)
      (49, 11, 13.143)
      (50, 12, 30.762)
      (50, 16, -7.130)
      (50, 18, 88.803)
      (50, 19, 46.584)
      (50, 37,  2.146)
      (50, 43, 20.492)
      (51,  6, -3.085)
      (51, 42, 42.270)
      (52,  0, 16.318)
      (52, 12, 24.976)
      (53, 31, 59.980)
      (53, 48, 93.002)
      (54, 26, 60.741)
      (54, 57, 57.931)
      (55,  4, -1.104)
      (55,  5, 49.434)
      (56, 30, 48.474)
      (57, 16,  0.414)
      (57, 30, 59.123)
      (57, 52, 21.470)
      (57, 56, 15.254)
      (57, 58, 53.732)
      (58,  6, 58.412)
      (58,  7, 65.137)
      (59, 33, 25.253)
      (59, 44, 75.820) } |E|=166 
---------------- 

** G24: |V|=65
(u, v, weight) E = { 
      ( 0, 24, 58.601)
      ( 0, 34, 66.498)
      ( 0, 49, 30.412)
      ( 1,  3, 65.663)
      ( 1, 35, 26.208)
      ( 1, 38, 73.781)
      ( 2, 34,  2.016)
      ( 2, 41, 54.509)
      ( 2, 56, 15.458)
      ( 2, 61, 77.476)
      ( 3,  5,  8.362)
      ( 3,  7, 62.772)
      ( 3, 29, 48.891)
      ( 3, 59, 15.332)
      ( 4,  1, -1.332)
      ( 4, 49, -9.240)
      ( 5, 31, -17.329)
      ( 5, 51, 13.567)
      ( 5, 58, 39.608)
      ( 6,  5, 10.606)
      ( 6, 20, -10.259)
      ( 6, 35, 36.886)
      ( 8, 42, 73.313)
      ( 9, 16, 42.703)
      ( 9, 42, 19.830)
      ( 9, 43, 28.830)
      ( 9, 51, 46.505)
      ( 9, 62, 29.577)
      (10, 27,  0.534)
      (11,  3, 56.060)
      (11, 51, 41.364)
      (11, 58, 57.014)
      (12, 18, 60.982)
      (12, 43,  8.002)
      (12, 60, 29.060)
      (13, 45, 60.672)
      (14,  4, -14.241)
      (14, 33,  0.113)
      (14, 35,  2.713)
      (14, 45, -8.874)
      (14, 47, 86.562)
      (15, 17, 68.918)
      (15, 19, 26.067)
      (15, 38,  2.890)
      (15, 53,  7.638)
      (15, 59,  4.585)
      (16, 30, 70.490)
      (17, 16, 81.557)
      (17, 34, 28.260)
      (17, 39, -9.013)
      (17, 47, 77.602)
      (18, 20,  4.106)
      (18, 49, 49.521)
      (18, 59, 48.356)
      (19, 34, 40.385)
      (19, 45, 14.172)
      (19, 47, 50.179)
      (20,  3, 13.506)
      (20,  8, 87.358)
      (20, 59, 41.591)
      (21, 28, 66.465)
      (21, 35, -2.125)
      (21, 57, 77.651)
      (22,  2, 57.347)
      (22, 13, 33.249)
      (22, 55, 91.124)
      (23, 14, 12.197)
      (23, 29, 72.468)
      (23, 43, 42.812)
      (23, 44, 30.004)
      (24, 43, 60.221)
      (24, 51, 16.682)
      (25, 10, -7.065)
      (25, 11, 62.853)
      (25, 23, 60.976)
      (25, 36, -0.129)
      (25, 38, 74.260)
      (25, 54, 10.180)
      (26,  1,  4.826)
      (26, 13, 89.975)
      (27,  8, -11.767)
      (27, 12, -6.535)
      (27, 41, 62.939)
      (27, 54, 45.441)
      (28, 29, -13.413)
      (28, 54, 66.290)
      (29,  6, 28.785)
      (29, 17, 48.775)
      (29, 20, 51.910)
      (29, 31, 43.671)
      (29, 33, 17.019)
      (29, 46, 83.301)
      (31,  1, 27.940)
      (31, 16, 22.897)
      (31, 19, 38.163)
      (31, 34, 18.592)
      (31, 49, 15.886)
      (32, 27, 87.523)
      (33, 30, -13.770)
      (33, 42, 48.692)
      (33, 59, 34.976)
      (34, 32, 10.654)
      (34, 38, 33.711)
      (35, 33, 28.478)
      (35, 46, 87.511)
      (35, 52, 41.026)
      (35, 56, 60.461)
      (35, 58, 30.121)
      (36, 13, 50.690)
      (36, 28, 22.140)
      (36, 29,  1.468)
      (36, 40, 85.991)
      (38, 30, 60.328)
      (39, 15, 48.725)
      (40,  1, 25.202)
      (40,  9, 35.857)
      (40, 15, 22.983)
      (40, 24, 51.162)
      (40, 26, 34.659)
      (40, 45, 22.986)
      (40, 51, -4.251)
      (40, 60, 72.096)
      (41, 26, 26.351)
      (41, 50, 41.271)
      (41, 54, 41.055)
      (41, 57, -6.841)
      (42, 19, 22.298)
      (42, 58, 52.428)
      (42, 59, 20.021)
      (43, 13, 28.241)
      (43, 44, 36.955)
      (43, 54, 38.294)
      (43, 62, 76.491)
      (44,  8, 52.828)
      (44, 29, 56.591)
      (44, 47, 58.216)
      (44, 59, -12.623)
      (45,  9, 45.046)
      (45, 41, 25.499)
      (46, 19, 87.051)
      (46, 33, 24.037)
      (46, 41, 16.768)
      (46, 49, 11.634)
      (46, 52, 64.471)
      (46, 59, 36.630)
      (47,  9, -6.834)
      (47, 11, 62.406)
      (47, 12, 91.801)
      (47, 33, 50.884)
      (47, 59, 45.278)
      (48,  5, 14.104)
      (48, 29, 77.605)
      (48, 38, 60.848)
      (48, 53, 83.252)
      (48, 63, 74.493)
      (49, 13, 23.774)
      (49, 31, 73.017)
      (49, 54, 60.458)
      (50, 15, 35.104)
      (50, 23, 26.946)
      (50, 57, 17.166)
      (51, 12, 82.727)
      (51, 15, 44.308)
      (51, 19, 68.478)
      (52,  0, 20.069)
      (52, 21, 73.808)
      (53,  0,  1.087)
      (53, 56, 70.848)
      (53, 60,  6.272)
      (54, 12, 24.174)
      (54, 37, 74.201)
      (54, 42, 80.893)
      (54, 60, 17.191)
      (55, 17, -13.642)
      (55, 27,  8.409)
      (55, 63, 42.476)
      (56, 10, -2.979)
      (56, 48, 27.179)
      (56, 55, -6.805)
      (56, 58, 71.637)
      (56, 61, -9.005)
      (57, 19, 27.192)
      (57, 32, 76.425)
      (58, 19, 80.407)
      (58, 39, 33.595)
      (59, 43, 13.492)
      (60, 31,  1.531)
      (61, 14, 43.988)
      (61, 32, 39.029)
      (62, 17, 19.029)
      (62, 19, -8.205)
      (62, 21,  9.746)
      (63,  4,  3.019)
      (63, 14, 88.746)
      (63, 48, 96.551)
      (63, 56, 84.239) } |E|=196 
---------------- 

** G25: |V|=65
(u, v, weight) E = { 
      ( 0,  2, 41.383)
      ( 0, 17, 59.611)
      ( 0, 26,  9.729)
      ( 0, 27, 57.472)
      ( 1, 27, 19.904)
      ( 1, 43, 52.455)
      ( 1, 54, 22.859)
      ( 1, 57, 37.185)
      ( 2, 11, 39.633)
      ( 2, 53, 89.298)
      ( 2, 57, 65.221)
      ( 2, 60, 55.473)
      ( 3, 16, 46.280)
      ( 3, 29, 19.803)
      ( 3, 39, -5.079)
      ( 3, 59, 53.482)
      ( 3, 63, 26.136)
      ( 4,  9, 30.586)
      ( 4, 43, 48.024)
      ( 4, 61, -15.662)
      ( 5,  4,  2.688)
      ( 5,  6, 48.369)
      ( 6,  3, 52.898)
      ( 6, 60, 22.298)
      ( 7, 14, -13.126)
      ( 7, 20, 76.588)
      ( 7, 23, 36.457)
      ( 7, 34, 45.552)
      ( 7, 51, -5.777)
      ( 7, 53, 72.885)
      ( 7, 62, 30.650)
      ( 8, 14, 54.654)
      ( 8, 20, 74.087)
      ( 8, 39, -13.303)
      ( 8, 49, 69.374)
      ( 8, 54, 32.975)
      ( 9,  2, 54.312)
      ( 9, 31, 43.552)
      ( 9, 34, 26.803)
      ( 9, 62, 41.325)
      (10, 12, 82.858)
      (10, 13,  2.439)
      (10, 18, 45.250)
      (10, 20, 92.682)
      (10, 31, 41.909)
      (10, 49, 58.607)
      (10, 58, 18.555)
      (11,  4, 33.830)
      (11, 19,  5.718)
      (11, 44, 56.041)
      (11, 54, -4.009)
      (12, 11, -6.617)
      (12, 14, 44.598)
      (12, 19,  1.528)
      (12, 63, 82.134)
      (13,  2, 21.787)
      (13,  5, 75.015)
      (13, 15, 77.843)
      (13, 46, 78.637)
      (13, 53, 32.463)
      (14,  1, 74.434)
      (14, 26, 55.432)
      (14, 30, -3.544)
      (14, 44, 81.670)
      (15, 29, 24.365)
      (15, 33, 85.357)
      (15, 64, 13.475)
      (16, 37, 34.239)
      (16, 50, 11.261)
      (16, 51,  9.939)
      (16, 55, -11.638)
      (17, 10, 82.128)
      (17, 23, 57.523)
      (17, 48, 96.666)
      (17, 56, 49.952)
      (18, 15, 47.830)
      (18, 47, 72.258)
      (19, 15, 38.210)
      (19, 17, 69.678)
      (19, 32, 92.551)
      (19, 38, 56.779)
      (19, 41, 17.172)
      (20,  9, 43.558)
      (20, 21, 91.543)
      (20, 30, 13.962)
      (20, 43, 87.737)
      (20, 44, 32.839)
      (20, 64, 79.789)
      (21, 15, 36.423)
      (21, 33, 89.904)
      (21, 55, 61.378)
      (22, 19, 89.384)
      (22, 41, 69.477)
      (22, 50, 67.540)
      (22, 52, 71.968)
      (23,  6, 66.977)
      (23, 11, -6.185)
      (24, 26, 41.390)
      (24, 40, 16.664)
      (24, 45, 21.675)
      (24, 64,  1.517)
      (25,  1, 91.859)
      (25, 12, 39.440)
      (25, 18, 15.394)
      (25, 50, -2.864)
      (26, 11, 59.438)
      (26, 17, 31.368)
      (26, 31, 37.147)
      (26, 32, -5.910)
      (26, 43, 64.758)
      (26, 53, 54.998)
      (26, 63, 67.921)
      (27,  2,  7.456)
      (27, 10, 94.322)
      (27, 14, 63.679)
      (27, 20, 30.162)
      (27, 55, 32.665)
      (28, 15,  0.780)
